No,COL,ANPR,Atrás,LPPL74,No,Video,2026-04-08 13:05:15,Cola de Vehículo,,,No,COL,ANPR,Atrás,LPPL74,No,Video,2026-04-08 13:05:15,Cola de Vehículo
No,COL,ANPR,Atrás,JYKW62,No,Video,2026-04-08 13:05:17,Frente de Vehículo,,,No,COL,ANPR,Atrás,JYKW62,No,Video,2026-04-08 13:05:17,Frente de Vehículo
No,CHL,ANPR,Adelante,YL9056,No,Video,2026-04-08 13:05:17,Frente de Vehículo,,,No,CHL,ANPR,Adelante,YL9056,No,Video,2026-04-08 13:05:17,Frente de Vehículo
No,CHL,ANPR,Atrás,JFBF66,No,Video,2026-04-08 13:05:19,Cola de Vehículo,,,No,CHL,ANPR,Atrás,JFBF66,No,Video,2026-04-08 13:05:19,Cola de Vehículo
No,CHL,ANPR,Adelante,HCBK49,No,Video,2026-04-08 13:05:20,Frente de Vehículo,,,No,CHL,ANPR,Adelante,HCBK49,No,Video,2026-04-08 13:05:20,Frente de Vehículo
No,COL,ANPR,Adelante,RTJV35,No,Video,2026-04-08 13:05:24,Frente de Vehículo,,,No,COL,ANPR,Adelante,RTJV35,No,Video,2026-04-08 13:05:24,Frente de Vehículo
No,CHL,ANPR,Adelante,RHZV48,No,Video,2026-04-08 13:05:26,Frente de Vehículo,,,No,CHL,ANPR,Adelante,RHZV48,No,Video,2026-04-08 13:05:26,Frente de Vehículo
No,CHL,ANPR,Adelante,TSTC63,No,Video,2026-04-08 13:05:28,Frente de Vehículo,,,No,CHL,ANPR,Adelante,TSTC63,No,Video,2026-04-08 13:05:28,Frente de Vehículo
No,CHL,ANPR,Adelante,HGDL41,No,Video,2026-04-08 13:05:28,Frente de Vehículo,,,No,CHL,ANPR,Adelante,HGDL41,No,Video,2026-04-08 13:05:28,Frente de Vehículo
No,COL,ANPR,Atrás,JJYZ89,No,Video,2026-04-08 13:05:29,Cola de Vehículo,,,No,COL,ANPR,Atrás,JJYZ89,No,Video,2026-04-08 13:05:29,Cola de Vehículo
No,CHL,ANPR,Adelante,SZXC77,No,Video,2026-04-08 13:05:30,Frente de Vehículo,,,No,CHL,ANPR,Adelante,SZXC77,No,Video,2026-04-08 13:05:30,Frente de Vehículo
No,COL,ANPR,Adelante,GBXW72,No,Video,2026-04-08 13:05:31,Frente de Vehículo,,,No,COL,ANPR,Adelante,GBXW72,No,Video,2026-04-08 13:05:31,Frente de Vehículo
No,COL,ANPR,Adelante,LVCL46,No,Video,2026-04-08 13:05:32,Frente de Vehículo,,,No,COL,ANPR,Adelante,LVCL46,No,Video,2026-04-08 13:05:32,Frente de Vehículo
No,COL,ANPR,Atrás,GXTJ43,No,Video,2026-04-08 13:05:36,Frente de Vehículo,,,No,COL,ANPR,Atrás,GXTJ43,No,Video,2026-04-08 13:05:36,Frente de Vehículo
No,COL,ANPR,Adelante,TCPK70,No,Video,2026-04-08 13:05:36,Frente de Vehículo,,,No,COL,ANPR,Adelante,TCPK70,No,Video,2026-04-08 13:05:36,Frente de Vehículo
No,CHL,ANPR,Adelante,KLDP31,No,Video,2026-04-08 13:05:38,Frente de Vehículo,,,No,CHL,ANPR,Adelante,KLDP31,No,Video,2026-04-08 13:05:38,Frente de Vehículo
No,URY,ANPR,Adelante,GCBD11,No,Video,2026-04-08 13:05:38,Frente de Vehículo,,,No,URY,ANPR,Adelante,GCBD11,No,Video,2026-04-08 13:05:38,Frente de Vehículo
No,CHL,ANPR,Atrás,FXHG88,No,Video,2026-04-08 13:06:05,Frente de Vehículo,,,No,CHL,ANPR,Atrás,FXHG88,No,Video,2026-04-08 13:06:05,Frente de Vehículo
No,CHL,ANPR,Atrás,FDYJ12,No,Video,2026-04-08 13:06:19,Frente de Vehículo,,,No,CHL,ANPR,Atrás,FDYJ12,No,Video,2026-04-08 13:06:19,Frente de Vehículo
No,CHL,ANPR,Atrás,STKW14,No,Video,2026-04-08 13:06:22,Frente de Vehículo,,,No,CHL,ANPR,Atrás,STKW14,No,Video,2026-04-08 13:06:22,Frente de Vehículo
